project_id,legacy_ocms_code,project_name,agency,state,date_of_approval,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,expenditure,physical_progress
705457,N22000120,Ratlam-Mhow-Khandwa-Akola Gauge Conversion,Western Railway [WR] - II,"Multi-States (Madhya Pradesh, Maharashtra)",04/2008,03/2010,03/2027,09/2028,1656.25,6499.86,4606.71,83
705507,N22000358,Itarsi - Nagpur Third Railway Line [280 km],Central Railway [CR] - II,"Multi-States (Madhya Pradesh, Maharashtra)",09/2016,09/2016,03/2027,12/2027,2449.91,2506.68,2086.49,55
617406,,RATLAM- DUNGARPUR VIA BANSWARA NEW LINE PROJECT,North Western Railway [NWR],"Multi-States (Madhya Pradesh, Rajasthan)",10/2015,05/2023,03/2028,-,2417.24,2417.24,7.19,8
705419,N22000148,Gwalior - Seopurkala with extension to Kota [Gauge Conversion],North Central Railway,"Multi-States (Madhya Pradesh, Rajasthan)",03/2011,07/2018,03/2025,02/2026,2913,2913,2144.59,89
705481,220100314,Ramganjmandi-Bhopal New Line Project [276.50 km],West Central Railway [WCR] - II,"Multi-States (Madhya Pradesh, Rajasthan)",03/2001,10/2004,12/2025,12/2027,3032,5073,4039.87,81
705764,N22000503,Nimach-Badi Sadri  New Rail Line Project,Western Railway [WR] - II,"Multi-States (Madhya Pradesh, Rajasthan)",04/2017,09/2021,03/2026,06/2026,495,825,238.2,61
705667,N22000501,Mathura-Jhansi Third Railway Line [274 Km],RVNL - II,"Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",12/2015,03/2018,12/2024,12/2026,5961,5961,5097.69,94.96
705598,N22000496,Jhansi - Bina Third Railway Line [153 Km],CAO/C/NCR,"Multi-States (Madhya Pradesh, Uttar Pradesh)",09/2016,03/2018,03/2022,03/2026,2002,2002,1912.33,96
705608,N22000495,Jhansi-Khairar-Manikpur & Khirar-Bhimsen,North Central Railway,"Multi-States (Madhya Pradesh, Uttar Pradesh)",03/2018,04/2019,03/2026,03/2026,4330,4330,2760.45,67
705613,N22000367,Third Line [new] between Kazipet - Balharshah  with electrification [201.04 Km],South Central Railway [SCR] - II,"Multi-States (Maharashtra, Telangana)",09/2016,10/2016,01/2025,11/2025,2595,3071,4108.55,94.6
705629,N22000506,Narayangarh-Bhadrak 3rd line,South Eastern Railway [SER] - I,"Multi-States (Odisha, West Bengal)",03/2019,03/2017,12/2025,01/2027,2400,3425.32,2542.79,75
400223,N22000626,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,Ministry of Railways,"Multi-States (Puducherry, Tamil Nadu)",07/2008,01/2019,03/2027,03/2028,713,981,633.24,80
705432,N22000102,Sivok-Rangpo New Rail Line,Indian Railway Construction International Limited [IRCON],"Multi-States (Sikkim, West Bengal)",10/2009,05/2010,05/2015,12/2027,7877,11775,10618.63,92.5
602797,N22000631,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project",Eastern Railway [ER] - I,"Multi-States (Uttar Pradesh, West Bengal)",08/2017,12/2017,03/2027,03/2027,461.64,461.64,238.93,20.5
400006,,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,Odisha,10/2021,10/2021,10/2025,12/2026,808.99,808.99,596.45,36
400045,,Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher Under Deposit Scheme.,East Coast Railway [ECoR] - II,Odisha,08/2022,07/2022,03/2025,01/2025,168.32,168.32,69.85,82
400047,,Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC exchange yard and NTPC Block Cabin.,East Coast Railway [ECoR] - II,Odisha,08/2022,06/2022,12/2024,12/2026,210,210,38.26,50
400048,,Doubling of lines connecting the loading spurs in Talcher Yard.,East Coast Railway [ECoR] - II,Odisha,09/2022,06/2022,12/2024,04/2026,186.21,186.21,96.77,88
400232,N22000521,Brundamal-Jharsuguda- flyover connection for joining downline,East Coast Railway [ECoR] - II,Odisha,01/2014,01/2014,12/2026,12/2026,297,297,224.43,52
612834,,3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR],East Coast Railway [ECoR] - II,Odisha,04/2023,04/2023,12/2025,-,252,252,105.8,80
616586,,Bangriposi-Gorumahisani new line [ 85.60 km ],CAO/C/SER,Odisha,08/2024,09/2025,12/2029,-,2269.49,2269.49,6.06,0
616587,,Badampahar-Kendujhargarh new line [82.06 km],CAO/C/SER,Odisha,08/2024,09/2025,12/2029,-,1875.72,1875.72,1.96,0
616694,,Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains,East Coast Railway [ECoR] - II,Odisha,04/2023,10/2025,07/2028,-,200.77,200.77,30.86,5
616695,,Paradeep - Badabandha 3rd & 4th Line / 18.51kms,East Coast Railway [ECoR] - II,Odisha,08/2023,04/2025,11/2028,-,300.15,300.15,0.1,10
618995,,New Line between Junagarh - Nabarangpur [116.21 Km],Indian Railway,Odisha,08/2024,08/2025,08/2030,-,2864.51,2864.51,0,0
705358,220100284,Khurda-Bolangir New Broad Gauge Rail Link [301km],East Coast Railway [ECoR] - II,Odisha,03/1994,03/2001,12/2026,12/2026,3792,5089,5585.85,91.5
705359,220100328,Talcher-Bimlagarh New Railway Line,East Coast Railway [ECoR] - II,Odisha,03/2004,12/2004,03/2025,03/2029,1928,1928,2079.48,54
705510,N22000316,Bhadrak-Nergundi Third Line,East Coast Railway [ECoR] - II,Odisha,10/2015,04/2015,11/2024,01/2026,1284,1284,1334.31,93.1
705513,N22000379,Koraput - Singapur Railway Doubling,East Coast Railway [ECoR] - II,Odisha,12/2015,12/2015,12/2027,03/2028,2362,2362,1932.52,73.4
705514,N22000380,Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line,East Coast Railway [ECoR] - II,Odisha,11/2015,12/2015,11/2018,03/2027,1000,810.02,447.56,59
705515,N22000381,3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.,East Coast Railway [ECoR] - II,Odisha,07/2013,12/2015,03/2026,03/2026,1173,2092,2098.98,87
705741,N22000517,Jeypore-Navarangpur New  Rail Line Project,East Coast Railway [ECoR] - II,Odisha,07/2017,04/2023,07/2028,12/2029,748,748,14.43,1.77
705742,N22000516,Jeypore-Malkanagiri New Railway Line Project,East Coast Railway [ECoR] - II,Odisha,02/2018,12/2023,07/2033,07/2033,2344,2344,549.72,23.1
706898,,Khurda Road - Balangir Electrification of Railway Track Project,Ministry of Railways,Odisha,09/2018,09/2019,03/2021,-,267.61,267.61,0,0
709811,N22000520,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,East Coast Railway [ECoR] - II,Odisha,09/2022,05/2025,09/2027,09/2027,190,189.93,0,0
705362,N22000181,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]",East Central Railway [ECR] - I,Offshore,08/2015,03/2011,03/2022,03/2026,819,819,580.51,75
705298,,North Region Video Surveillance Project,RCIL,PAN India,06/2020,04/2023,03/2024,-,274.39,274.39,0,48
705783,N22000584,Ludhiana- Killa Raipur Railway  Doubling Project,Railway,Punjab,03/2019,12/2022,03/2025,02/2027,237.64,238,137.07,57
611849,N22000608,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km],North Western Railway [NWR],Rajasthan,01/2023,01/2023,06/2028,06/2028,968.92,968.92,275.74,56
611855,,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km],North Western Railway [NWR],Rajasthan,NA,01/2023,01/2027,-,968.92,968.92,656.32,65
611929,,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527,WPO/Patna,Rajasthan,09/2022,06/2023,12/2024,-,166.86,166.86,0,0
616841,,PUSHKAR- MERTA CITY NEW LINE,North Western Railway [NWR],Rajasthan,02/2024,02/2024,12/2026,-,799.64,799.64,76.63,7
616843,,AJMER- CHANDERIYA DOUBLING,North Western Railway [NWR],Rajasthan,02/2024,02/2024,06/2027,-,1634.79,1634.79,288.73,12
617403,,SADULPUR - CHURU  DOUBLING PROJECT,North Western Railway [NWR],Rajasthan,01/2024,01/2024,06/2026,-,468.64,468.64,167.03,71
617404,,POKHRAN - RAMDEVRA New Line,North Western Railway [NWR],Rajasthan,04/2025,04/2025,03/2028,-,189.21,189.21,0,0
617408,,NATHDWARA- NATHDWARA TOWN NL,North Western Railway [NWR],Rajasthan,03/2019,04/2024,03/2027,-,166.33,166.33,101.55,14
705482,N22000158,Dholpur - Sirmuttra Gauge Conversion,North Central Railway,Rajasthan,03/2022,04/2020,02/2019,02/2027,747,747,467.2,49
705752,N22000593,Gudha-Thatha Mithri Construction of Railway Track Project,North Western Railway [NWR],Rajasthan,04/2019,04/2019,11/2026,11/2026,819.48,967.06,397.28,99.5
705912,,Sawai Madhopur-Jaipur Railway Line Project,North Western Railway [NWR],Rajasthan,02/2024,04/2023,03/2027,-,1203.89,1203.89,171.05,14
705919,N22000553,Agra Fort-Bandikui Doubling Line Project,CAO/C/NCR,Rajasthan,06/2022,02/2021,06/2027,06/2027,1390,1390,428.26,65
706866,N22000607,Sawaimadhopur Bye Pass Line Project,North Western Railway [NWR],Rajasthan,12/2022,01/2023,03/2026,05/2027,304,304,69.33,72
400280,N22000028,Phase II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,Tamil Nadu,11/2007,11/2008,07/2025,09/2025,734,734.01,484.91,99.9
613002,,Redevelopment of Chennai Egmore Station,Ministry of Railways,Tamil Nadu,05/2022,10/2022,03/2026,-,842,842,340,0
705244,,Coach Production Factory Upgradation Project,CPM/ICF,Tamil Nadu,12/2017,07/2018,12/2021,-,520,520,192.25,0
616856,,Doubling between Bhadrachalam Road and Dornakal,South Central Railway [SCR] - II,Telangana,08/2023,04/2025,04/2029,-,770.12,770.12,80.85,0.04
617409,,Railway Manufacturing Unit,RVNL - II,Telangana,07/2016,02/2023,12/2026,03/2026,521.36,521.36,491.37,87.35
705252,,Kazipet Wagon Overhauling Project,RVNL,Telangana,09/2017,07/2017,12/2023,-,385,385,0,0
705437,N22000032,Manoharabad-Kothapalli New Rail Line [151 km],South Central Railway [SCR] - II,Telangana,07/2016,01/2017,03/2027,12/2027,1160,2781,2964.82,72
400204,N22000569,Bahraich-Shravasti-Balrampur-Siddharthnagar -Santkabir nagar,North Eastern Railway [NER],Uttar Pradesh,10/2018,03/2017,10/2030,10/2030,4939.78,4939.78,971.79,8.8
400205,N22000565,Sahjanwa-Dohrighat,North Eastern Railway [NER],Uttar Pradesh,08/2019,03/2017,03/2029,03/2029,1319.75,1319.75,482.55,3.9
617213,,Varanasi-Pt. Deen Dayal Upadhyaya multitracking 15km including construction of new Rail-cum-Road Bridge across Ganga River.,Northern Railways,Uttar Pradesh,10/2024,10/2025,10/2029,-,2464.46,2464.46,42.29,0
617252,,Anandnagar - Ghugli via Maharajganj New line 52.7 km,Construction NER,Uttar Pradesh,10/2023,11/2023,03/2028,-,958.27,958.27,623.94,23.8
617284,,Chunar-Chopan doubling project,North Central Railway,Uttar Pradesh,08/2023,01/2025,03/2028,-,1423.96,1423.96,102.43,15
617333,,Surface triangle line bet. Bhadura stn and new crossing stn Karma,East Central Railway [ECR] - I,Uttar Pradesh,10/2022,05/2024,02/2027,-,199.96,199.96,4.17,0.2
617370,,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,M/S SRC company Infra Private Limited,Uttar Pradesh,03/2023,02/2025,01/2027,-,180.66,180.66,43.65,10.5
705567,N22000468,Burhwal Gonda 3rd line,North Eastern Railway [NER],Uttar Pradesh,11/2017,07/2019,03/2025,05/2026,1016,1118,1014.1,88.3
705588,N22000583,Janghai-Pratapgarh- Amethi,CAO/C/II/NR,Uttar Pradesh,11/2017,03/2017,03/2025,03/2026,722,1194,1670.58,80
705766,N22000546,Lalitpur-Birari with flyover at Lalitpur- 16 Km,North Central Railway,Uttar Pradesh,03/2017,11/2017,12/2024,01/2026,304.44,356,248.55,85
705771,N22000563,Allahabad-Bamhrauli Flyover Construction & 4th Railway Line Project,North Central Railway,Uttar Pradesh,04/2019,10/2020,03/2026,03/2026,494,494,376.99,76
705772,N22000544,"Mughalsarai-Allahabad, 3rd line",North Central Railway,Uttar Pradesh,12/2015,03/2016,12/2026,03/2027,2649,2649.44,1836.67,69
705774,N22000562,Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project,CAO/C/NCR,Uttar Pradesh,04/2019,09/2020,01/2025,03/2027,758,779.49,469.8,83
705777,N22000564,Bhandai - Flyover for Etawah bound down train- 10 Km,North Central Railway [NCR] - II,Uttar Pradesh,07/2020,04/2021,02/2026,02/2027,250.18,250.18,115.71,8
705780,N22000598,Bhatni-Aurnihar with electrification excluding Indara-Mau,RVNL - I,Uttar Pradesh,03/2018,03/2017,12/2024,06/2026,2529,2529.46,2138.39,96
705782,N22000590,Barabanki-Malhaur 3rd & 4th Railway Line Project,Ministry of Railways,Uttar Pradesh,01/2019,04/2017,03/2025,08/2026,407,407,392.94,77
705918,N22000545,Allahabad division - Aligarh - Harduaganj Flyover,North Central Railway,Uttar Pradesh,04/2020,02/2021,10/2026,03/2027,1457,1457,400.19,14
705429,N22000406,Rishikesh-Karnaprayag New Rail Line- 125 km,RVNL - II,Uttarakhand,11/2016,08/2018,12/2025,12/2028,38953,38953,28269.15,73.5
400247,N22000624,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,Eastern Railway [ER] - I,West Bengal,07/2015,11/2005,02/2027,03/2028,1000,1000,1060.84,70.5
400273,220100272,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,West Bengal,03/2001,02/2008,03/2019,02/2026,1189,1542,1367.58,96.68
400277,N22000110,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,West Bengal,03/2010,10/2011,12/2025,12/2027,8964,8964,8617.5,86.6
612096,N22000206,Construction of Balurghat-Hilli new BG Line,Northeast Frontier Railway [NFR],West Bengal,12/2010,12/2010,03/2027,03/2027,1209,1181.57,449.29,16
617345,,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,South Eastern Railway - JH,West Bengal,03/2024,12/2024,10/2026,-,226.87,226.87,43.64,50
705730,N22000111,Joka-BBD Bag new metro project,RVNL - II,West Bengal,03/2010,04/2010,12/2026,12/2029,4835,10362,4931.47,51
706776,N22000108,Noapara-Barasat via Bimanbandar - Construction of Metro railway [18 km],"Metro Railway, Kolkata",West Bengal,11/2010,03/2010,08/2026,03/2029,4830,4830,3258.95,32
706777,N22000109,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway,RVNL - II,West Bengal,03/2010,03/2010,12/2026,12/2030,2298,2734,393.02,17
619184,,"Rehabilitation and up-gradation of section to Intermediate/2-Lane with hard shoulder from Km 107.760 to Km 129.445 After Middle strait to Humphrey, Km 130.600 to Km 138.00 After Humphrey to Kadamtala & Km 155.00 to Km 181.0 End of Jarwa to Rangat of NH-04 in UT of A&N on EPC Package-IIIA",NHIDCL,Andaman & Nicobar,02/2018,03/2024,09/2025,05/2026,207.45,376.48,0,72.42
619185,,Rehabilitation and up-gradation and completion of balance work of section from Km 155.00 to Km 181.00 End of Jarwa to Rangat of NH -4 Total length 26 Km to Intermediate Lane/2-lane with hard shoulders in the UT of A&N Islands on EPC basis - Package-III.B Balance work,NHIDCL,Andaman & Nicobar,02/2018,05/2024,10/2025,05/2026,183.56,333.12,0,45.72
619186,,Construction of Balance works of Major Bridge over Middle Strait Creek between Km.106.590 to km108.553 of NH-04 connecting South Andaman  & Baratang Island in the Union Territory of Andaman & Nicobar Islands on EPC basis,NHIDCL,Andaman & Nicobar,03/2015,05/2024,02/2026,12/2026,262.96,371.88,0,9.76
617907,N24001953,Rehabilitation and Up-gradation from Km 170700 Bhadrachalam to Km 234567 Konta on NH-30 to Two lane with Paved Shoulder in the State of Andra Pradesh on EPC mode.,MoRTH,Andhra Pradesh,12/2021,09/2022,09/2024,04/2026,436.09,436.09,215.74,100
617949,N24002145,Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu district of AP state under NHO on EPC Mode under Annual Plan 2022-23,MoRTH,Andhra Pradesh,03/2023,03/2024,03/2026,03/2026,159.66,159.66,59.26,100
617984,N24000989,"Gudivada Town 2 RoB, and Road improvement NH-165",MoRTH,Andhra Pradesh,03/2022,05/2023,05/2025,06/2026,317.22,317.22,0,73.46
617985,N24000983,Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru to Akiveedu,MoRTH,Andhra Pradesh,03/2020,11/2021,11/2023,07/2026,529.54,588.65,0,69.62
617986,N24001537,Kurnool/Kadapa Border-Jammalamadugu section of NH-167K i.e. Design Ch. Km 248010 to km 269900 to 2,MoRTH,Andhra Pradesh,03/2023,12/2024,12/2026,12/2026,292.63,292.63,0,82.57
617987,,Nandyala-Kurnool/Kadapa Border section of NH-167K i.e. Km 186/000 to Km 250/000Design Ch.186000 to 248010 to 2LPS,MoRTH,Andhra Pradesh,10/2024,09/2025,09/2027,09/2027,691.81,691.81,0,40.49
617988,,Sangameswaram - Atmakuru section   from Km 96 to Km 124    & Velegodu- Nandyal section   including Nandyal Bypass      from Km 143/6 to 185/9       NH-167K,MoRTH,Andhra Pradesh,10/2024,07/2025,07/2027,07/2027,776.17,644.14,0,16.4
617990,N24002025,Construction of bypass road to Adoni town connecting NH-167 Hagari - Jadcharla road from km.62/700 to 71/400 in Kurnool District in the State of Andhra Pradesh.,MoRTH,Andhra Pradesh,03/2023,02/2024,11/2025,-,242,242,78.49,95.94
617991,N24001278,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km70/000 Design Ch. 14/900 to 69/700 Chintakunta to Adoni section to two lane with paved shoulders in the State of Andhra Pradesh under Corridor Approach through Engineering, Procurement",MoRTH,Andhra Pradesh,11/2016,05/2017,05/2019,07/2026,290.15,290.15,140.23,91.9
618013,,4-laning of  Puttaparthi-Koduru Section of NH-342,MoRTH,Andhra Pradesh,10/2022,11/2023,11/2025,04/2026,1318.59,909.19,341.52,79.5
618037,N24001934,Rehabilitation and Up-gradation of existin of road from 2-lane to 2-lane with paved shoulders from km. 0.00 to km 53.590 total length-53.590 km of Raychoti to Vempalli section of NH-440 in the State of Andhra Pradesh on EPC mode.,MoRTH,Andhra Pradesh,12/2021,05/2022,05/2024,06/2026,439.82,359.52,178.83,78.9
618052,,Gorantla - Hindupur section from Km 120/300 to 165/000 of NH716G in the State of Andhra Pradesh,MoRTH,Andhra Pradesh,10/2024,08/2025,08/2027,08/2027,808.7,808.7,0,9.41
618053,,Muddanur to B. Kothapalli section of NH-716G from Km. 0/000 to Km. 56/500   56.500 Km    in the State of Andhra Pradesh on EPC mode Job no. 741,MoRTH,Andhra Pradesh,10/2024,08/2025,08/2027,08/2027,1019.97,1019.97,0,17.53
